Entity,Code,Year,Number of reported natural disasters - Earthquakes
Low-income countries,OWID_LIC,2001,1
Low-income countries,OWID_LIC,2002,4
Low-income countries,OWID_LIC,2004,4
Low-income countries,OWID_LIC,2005,2
Low-income countries,OWID_LIC,2006,2
Low-income countries,OWID_LIC,2008,2
Low-income countries,OWID_LIC,2009,4
Low-income countries,OWID_LIC,2010,2
Low-income countries,OWID_LIC,2012,1
Low-income countries,OWID_LIC,2013,1
Low-income countries,OWID_LIC,2015,3
Low-income countries,OWID_LIC,2016,2
Low-income countries,OWID_LIC,2017,2
Low-income countries,OWID_LIC,2018,4
Low-income countries,OWID_LIC,2021,1
Low-income countries,OWID_LIC,2022,3
Low-income countries,OWID_LIC,2023,4
Low-income countries,OWID_LIC,2024,1
Lower-middle-income countries,OWID_LMC,-590,1
Lower-middle-income countries,OWID_LMC,-525,1
Lower-middle-income countries,OWID_LMC,-326,1
Lower-middle-income countries,OWID_LMC,-250,1
Lower-middle-income countries,OWID_LMC,-221,1
Lower-middle-income countries,OWID_LMC,-27,1
Lower-middle-income countries,OWID_LMC,25,1
Lower-middle-income countries,OWID_LMC,306,1
Lower-middle-income countries,OWID_LMC,348,1
Lower-middle-income countries,OWID_LMC,412,1
Lower-middle-income countries,OWID_LMC,494,1
Lower-middle-income countries,OWID_LMC,551,1
Lower-middle-income countries,OWID_LMC,553,1
Lower-middle-income countries,OWID_LMC,838,1
Lower-middle-income countries,OWID_LMC,854,1
Lower-middle-income countries,OWID_LMC,856,1
Lower-middle-income countries,OWID_LMC,857,1
Lower-middle-income countries,OWID_LMC,885,1
Lower-middle-income countries,OWID_LMC,942,1
Lower-middle-income countries,OWID_LMC,1040,1
Lower-middle-income countries,OWID_LMC,1063,1
Lower-middle-income countries,OWID_LMC,1070,1
Lower-middle-income countries,OWID_LMC,1171,1
Lower-middle-income countries,OWID_LMC,1212,1
Lower-middle-income countries,OWID_LMC,1255,1
Lower-middle-income countries,OWID_LMC,1276,1
Lower-middle-income countries,OWID_LMC,1339,1
Lower-middle-income countries,OWID_LMC,1390,1
Lower-middle-income countries,OWID_LMC,1467,1
Lower-middle-income countries,OWID_LMC,1475,1
Lower-middle-income countries,OWID_LMC,1481,1
Lower-middle-income countries,OWID_LMC,1485,1
Lower-middle-income countries,OWID_LMC,1490,1
Lower-middle-income countries,OWID_LMC,1498,1
Lower-middle-income countries,OWID_LMC,1501,2
Lower-middle-income countries,OWID_LMC,1505,1
Lower-middle-income countries,OWID_LMC,1524,1
Lower-middle-income countries,OWID_LMC,1530,1
Lower-middle-income countries,OWID_LMC,1539,1
Lower-middle-income countries,OWID_LMC,1541,1
Lower-middle-income countries,OWID_LMC,1543,1
Lower-middle-income countries,OWID_LMC,1555,1
Lower-middle-income countries,OWID_LMC,1579,1
Lower-middle-income countries,OWID_LMC,1582,1
Lower-middle-income countries,OWID_LMC,1588,1
Lower-middle-income countries,OWID_LMC,1610,1
Lower-middle-income countries,OWID_LMC,1618,1
Lower-middle-income countries,OWID_LMC,1620,1
Lower-middle-income countries,OWID_LMC,1624,1
Lower-middle-income countries,OWID_LMC,1636,1
Lower-middle-income countries,OWID_LMC,1641,1
Lower-middle-income countries,OWID_LMC,1644,1
Lower-middle-income countries,OWID_LMC,1648,1
Lower-middle-income countries,OWID_LMC,1650,1
Lower-middle-income countries,OWID_LMC,1656,1
Lower-middle-income countries,OWID_LMC,1660,1
Lower-middle-income countries,OWID_LMC,1662,1
Lower-middle-income countries,OWID_LMC,1663,1
Lower-middle-income countries,OWID_LMC,1668,1
Lower-middle-income countries,OWID_LMC,1669,1
Lower-middle-income countries,OWID_LMC,1678,2
Lower-middle-income countries,OWID_LMC,1688,1
Lower-middle-income countries,OWID_LMC,1696,1
Lower-middle-income countries,OWID_LMC,1701,1
Lower-middle-income countries,OWID_LMC,1713,1
Lower-middle-income countries,OWID_LMC,1714,1
Lower-middle-income countries,OWID_LMC,1719,1
Lower-middle-income countries,OWID_LMC,1720,1
Lower-middle-income countries,OWID_LMC,1731,1
Lower-middle-income countries,OWID_LMC,1737,1
Lower-middle-income countries,OWID_LMC,1750,2
Lower-middle-income countries,OWID_LMC,1751,2
Lower-middle-income countries,OWID_LMC,1754,1
Lower-middle-income countries,OWID_LMC,1755,1
Lower-middle-income countries,OWID_LMC,1757,1
Lower-middle-income countries,OWID_LMC,1758,1
Lower-middle-income countries,OWID_LMC,1759,1
Lower-middle-income countries,OWID_LMC,1762,1
Lower-middle-income countries,OWID_LMC,1764,1
Lower-middle-income countries,OWID_LMC,1766,1
Lower-middle-income countries,OWID_LMC,1768,1
Lower-middle-income countries,OWID_LMC,1770,1
Lower-middle-income countries,OWID_LMC,1773,1
Lower-middle-income countries,OWID_LMC,1775,3
Lower-middle-income countries,OWID_LMC,1777,1
Lower-middle-income countries,OWID_LMC,1784,2
Lower-middle-income countries,OWID_LMC,1786,1
Lower-middle-income countries,OWID_LMC,1788,1
Lower-middle-income countries,OWID_LMC,1791,1
Lower-middle-income countries,OWID_LMC,1793,1
Lower-middle-income countries,OWID_LMC,1794,1
Lower-middle-income countries,OWID_LMC,1797,1
Lower-middle-income countries,OWID_LMC,1799,1
Lower-middle-income countries,OWID_LMC,1802,1
Lower-middle-income countries,OWID_LMC,1803,1
Lower-middle-income countries,OWID_LMC,1805,1
Lower-middle-income countries,OWID_LMC,1808,1
Lower-middle-income countries,OWID_LMC,1812,1
Lower-middle-income countries,OWID_LMC,1819,1
Lower-middle-income countries,OWID_LMC,1820,2
Lower-middle-income countries,OWID_LMC,1821,1
Lower-middle-income countries,OWID_LMC,1823,1
Lower-middle-income countries,OWID_LMC,1827,1
Lower-middle-income countries,OWID_LMC,1828,1
Lower-middle-income countries,OWID_LMC,1833,2
Lower-middle-income countries,OWID_LMC,1834,1
Lower-middle-income countries,OWID_LMC,1837,1
Lower-middle-income countries,OWID_LMC,1838,1
Lower-middle-income countries,OWID_LMC,1839,2
Lower-middle-income countries,OWID_LMC,1842,2
Lower-middle-income countries,OWID_LMC,1843,1
Lower-middle-income countries,OWID_LMC,1844,2
Lower-middle-income countries,OWID_LMC,1845,1
Lower-middle-income countries,OWID_LMC,1846,1
Lower-middle-income countries,OWID_LMC,1847,2
Lower-middle-income countries,OWID_LMC,1848,1
Lower-middle-income countries,OWID_LMC,1849,2
Lower-middle-income countries,OWID_LMC,1851,1
Lower-middle-income countries,OWID_LMC,1852,1
Lower-middle-income countries,OWID_LMC,1853,1
Lower-middle-income countries,OWID_LMC,1855,1
Lower-middle-income countries,OWID_LMC,1856,1
Lower-middle-income countries,OWID_LMC,1857,1
Lower-middle-income countries,OWID_LMC,1858,1
Lower-middle-income countries,OWID_LMC,1860,2
Lower-middle-income countries,OWID_LMC,1862,1
Lower-middle-income countries,OWID_LMC,1863,1
Lower-middle-income countries,OWID_LMC,1864,1
Lower-middle-income countries,OWID_LMC,1866,1
Lower-middle-income countries,OWID_LMC,1867,1
Lower-middle-income countries,OWID_LMC,1868,3
Lower-middle-income countries,OWID_LMC,1869,3
Lower-middle-income countries,OWID_LMC,1870,3
Lower-middle-income countries,OWID_LMC,1872,1
Lower-middle-income countries,OWID_LMC,1873,1
Lower-middle-income countries,OWID_LMC,1874,3
Lower-middle-income countries,OWID_LMC,1875,3
Lower-middle-income countries,OWID_LMC,1878,6
Lower-middle-income countries,OWID_LMC,1879,3
Lower-middle-income countries,OWID_LMC,1881,2
Lower-middle-income countries,OWID_LMC,1884,2
Lower-middle-income countries,OWID_LMC,1885,5
Lower-middle-income countries,OWID_LMC,1886,1
Lower-middle-income countries,OWID_LMC,1887,1
Lower-middle-income countries,OWID_LMC,1888,1
Lower-middle-income countries,OWID_LMC,1889,1
Lower-middle-income countries,OWID_LMC,1892,2
Lower-middle-income countries,OWID_LMC,1893,1
Lower-middle-income countries,OWID_LMC,1894,2
Lower-middle-income countries,OWID_LMC,1895,1
Lower-middle-income countries,OWID_LMC,1897,1
Lower-middle-income countries,OWID_LMC,1898,1
Lower-middle-income countries,OWID_LMC,1899,4
Lower-middle-income countries,OWID_LMC,1900,5
Lower-middle-income countries,OWID_LMC,1901,1
Lower-middle-income countries,OWID_LMC,1902,2
Lower-middle-income countries,OWID_LMC,1903,1
Lower-middle-income countries,OWID_LMC,1905,7
Lower-middle-income countries,OWID_LMC,1906,5
Lower-middle-income countries,OWID_LMC,1907,3
Lower-middle-income countries,OWID_LMC,1908,1
Lower-middle-income countries,OWID_LMC,1909,8
Lower-middle-income countries,OWID_LMC,1910,9
Lower-middle-income countries,OWID_LMC,1911,3
Lower-middle-income countries,OWID_LMC,1912,1
Lower-middle-income countries,OWID_LMC,1913,4
Lower-middle-income countries,OWID_LMC,1914,1
Lower-middle-income countries,OWID_LMC,1916,6
Lower-middle-income countries,OWID_LMC,1917,1
Lower-middle-income countries,OWID_LMC,1918,2
Lower-middle-income countries,OWID_LMC,1919,4
Lower-middle-income countries,OWID_LMC,1920,1
Lower-middle-income countries,OWID_LMC,1921,1
Lower-middle-income countries,OWID_LMC,1922,2
Lower-middle-income countries,OWID_LMC,1923,3
Lower-middle-income countries,OWID_LMC,1925,2
Lower-middle-income countries,OWID_LMC,1926,5
Lower-middle-income countries,OWID_LMC,1928,1
Lower-middle-income countries,OWID_LMC,1929,3
Lower-middle-income countries,OWID_LMC,1930,10
Lower-middle-income countries,OWID_LMC,1931,7
Lower-middle-income countries,OWID_LMC,1932,2
Lower-middle-income countries,OWID_LMC,1933,3
Lower-middle-income countries,OWID_LMC,1934,5
Lower-middle-income countries,OWID_LMC,1935,3
Lower-middle-income countries,OWID_LMC,1937,2
Lower-middle-income countries,OWID_LMC,1938,4
Lower-middle-income countries,OWID_LMC,1939,3
Lower-middle-income countries,OWID_LMC,1940,1
Lower-middle-income countries,OWID_LMC,1941,3
Lower-middle-income countries,OWID_LMC,1943,1
Lower-middle-income countries,OWID_LMC,1944,2
Lower-middle-income countries,OWID_LMC,1945,3
Lower-middle-income countries,OWID_LMC,1946,4
Lower-middle-income countries,OWID_LMC,1947,5
Lower-middle-income countries,OWID_LMC,1948,1
Lower-middle-income countries,OWID_LMC,1949,2
Lower-middle-income countries,OWID_LMC,1950,4
Lower-middle-income countries,OWID_LMC,1951,4
Lower-middle-income countries,OWID_LMC,1952,2
Lower-middle-income countries,OWID_LMC,1953,4
Lower-middle-income countries,OWID_LMC,1954,1
Lower-middle-income countries,OWID_LMC,1955,7
Lower-middle-income countries,OWID_LMC,1956,4
Lower-middle-income countries,OWID_LMC,1957,4
Lower-middle-income countries,OWID_LMC,1958,1
Lower-middle-income countries,OWID_LMC,1959,2
Lower-middle-income countries,OWID_LMC,1960,4
Lower-middle-income countries,OWID_LMC,1961,3
Lower-middle-income countries,OWID_LMC,1962,1
Lower-middle-income countries,OWID_LMC,1963,4
Lower-middle-income countries,OWID_LMC,1964,3
Lower-middle-income countries,OWID_LMC,1965,2
Lower-middle-income countries,OWID_LMC,1966,7
Lower-middle-income countries,OWID_LMC,1967,3
Lower-middle-income countries,OWID_LMC,1968,5
Lower-middle-income countries,OWID_LMC,1969,3
Lower-middle-income countries,OWID_LMC,1970,4
Lower-middle-income countries,OWID_LMC,1971,4
Lower-middle-income countries,OWID_LMC,1972,2
Lower-middle-income countries,OWID_LMC,1973,2
Lower-middle-income countries,OWID_LMC,1974,4
Lower-middle-income countries,OWID_LMC,1975,5
Lower-middle-income countries,OWID_LMC,1976,2
Lower-middle-income countries,OWID_LMC,1977,6
Lower-middle-income countries,OWID_LMC,1978,2
Lower-middle-income countries,OWID_LMC,1979,1
Lower-middle-income countries,OWID_LMC,1980,8
Lower-middle-income countries,OWID_LMC,1981,3
Lower-middle-income countries,OWID_LMC,1982,4
Lower-middle-income countries,OWID_LMC,1983,5
Lower-middle-income countries,OWID_LMC,1984,6
Lower-middle-income countries,OWID_LMC,1985,7
Lower-middle-income countries,OWID_LMC,1986,6
Lower-middle-income countries,OWID_LMC,1987,5
Lower-middle-income countries,OWID_LMC,1988,7
Lower-middle-income countries,OWID_LMC,1989,5
Lower-middle-income countries,OWID_LMC,1990,6
Lower-middle-income countries,OWID_LMC,1991,6
Lower-middle-income countries,OWID_LMC,1992,8
Lower-middle-income countries,OWID_LMC,1993,4
Lower-middle-income countries,OWID_LMC,1994,5
Lower-middle-income countries,OWID_LMC,1995,3
Lower-middle-income countries,OWID_LMC,1996,1
Lower-middle-income countries,OWID_LMC,1997,7
Lower-middle-income countries,OWID_LMC,1998,2
Lower-middle-income countries,OWID_LMC,1999,3
Lower-middle-income countries,OWID_LMC,2000,7
Lower-middle-income countries,OWID_LMC,2001,3
Lower-middle-income countries,OWID_LMC,2002,16
Lower-middle-income countries,OWID_LMC,2003,4
Lower-middle-income countries,OWID_LMC,2004,5
Lower-middle-income countries,OWID_LMC,2005,12
Lower-middle-income countries,OWID_LMC,2006,10
Lower-middle-income countries,OWID_LMC,2007,13
Lower-middle-income countries,OWID_LMC,2008,14
Lower-middle-income countries,OWID_LMC,2009,19
Lower-middle-income countries,OWID_LMC,2010,18
Lower-middle-income countries,OWID_LMC,2011,13
Lower-middle-income countries,OWID_LMC,2012,10
Lower-middle-income countries,OWID_LMC,2013,8
Lower-middle-income countries,OWID_LMC,2014,7
Lower-middle-income countries,OWID_LMC,2015,15
Lower-middle-income countries,OWID_LMC,2016,15
Lower-middle-income countries,OWID_LMC,2017,9
Lower-middle-income countries,OWID_LMC,2018,12
Lower-middle-income countries,OWID_LMC,2019,6
Lower-middle-income countries,OWID_LMC,2020,1
Lower-middle-income countries,OWID_LMC,2021,6
Lower-middle-income countries,OWID_LMC,2022,4
Lower-middle-income countries,OWID_LMC,2023,12
Lower-middle-income countries,OWID_LMC,2024,5
Madagascar,MDG,2017,1
Malawi,MWI,1989,1
Malawi,MWI,2006,1
Malawi,MWI,2009,2
Malaysia,MYS,1976,1
Malaysia,MYS,1991,1
Malaysia,MYS,2015,1
Martinique,MTQ,1702,1
Martinique,MTQ,1727,1
Martinique,MTQ,1766,1
Martinique,MTQ,1767,1
Martinique,MTQ,1823,1
Martinique,MTQ,1824,1
Martinique,MTQ,1827,1
Martinique,MTQ,1839,1
Martinique,MTQ,1906,1
Martinique,MTQ,2007,1
Mexico,MEX,1475,1
Mexico,MEX,1523,1
Mexico,MEX,1537,1
Mexico,MEX,1538,1
Mexico,MEX,1542,1
Mexico,MEX,1563,1
Mexico,MEX,1568,1
Mexico,MEX,1573,1
Mexico,MEX,1603,1
Mexico,MEX,1604,1
Mexico,MEX,1608,1
Mexico,MEX,1611,1
Mexico,MEX,1616,1
Mexico,MEX,1620,1
Mexico,MEX,1622,1
Mexico,MEX,1662,1
Mexico,MEX,1667,1
Mexico,MEX,1682,1
Mexico,MEX,1697,1
Mexico,MEX,1701,1
Mexico,MEX,1711,1
Mexico,MEX,1714,1
Mexico,MEX,1716,1
Mexico,MEX,1727,1
Mexico,MEX,1731,1
Mexico,MEX,1732,1
Mexico,MEX,1739,1
Mexico,MEX,1740,1
Mexico,MEX,1749,1
Mexico,MEX,1750,1
Mexico,MEX,1754,1
Mexico,MEX,1759,1
Mexico,MEX,1774,1
Mexico,MEX,1776,1
Mexico,MEX,1777,1
Mexico,MEX,1784,2
Mexico,MEX,1787,2
Mexico,MEX,1795,1
Mexico,MEX,1800,1
Mexico,MEX,1801,1
Mexico,MEX,1806,1
Mexico,MEX,1810,1
Mexico,MEX,1815,1
Mexico,MEX,1816,1
Mexico,MEX,1818,2
Mexico,MEX,1820,1
Mexico,MEX,1830,1
Mexico,MEX,1833,1
Mexico,MEX,1834,1
Mexico,MEX,1837,3
Mexico,MEX,1845,2
Mexico,MEX,1847,1
Mexico,MEX,1848,1
Mexico,MEX,1852,3
Mexico,MEX,1854,3
Mexico,MEX,1855,2
Mexico,MEX,1856,1
Mexico,MEX,1858,2
Mexico,MEX,1864,1
Mexico,MEX,1866,1
Mexico,MEX,1868,4
Mexico,MEX,1870,1
Mexico,MEX,1871,1
Mexico,MEX,1872,1
Mexico,MEX,1874,1
Mexico,MEX,1875,3
Mexico,MEX,1878,2
Mexico,MEX,1882,1
Mexico,MEX,1887,3
Mexico,MEX,1889,2
Mexico,MEX,1891,1
Mexico,MEX,1892,1
Mexico,MEX,1896,1
Mexico,MEX,1897,2
Mexico,MEX,1899,1
Mexico,MEX,1900,2
Mexico,MEX,1902,3
Mexico,MEX,1903,2
Mexico,MEX,1905,1
Mexico,MEX,1906,1
Mexico,MEX,1907,2
Mexico,MEX,1908,2
Mexico,MEX,1909,2
Mexico,MEX,1910,1
Mexico,MEX,1911,2
Mexico,MEX,1912,3
Mexico,MEX,1914,1
Mexico,MEX,1917,1
Mexico,MEX,1920,1
Mexico,MEX,1921,1
Mexico,MEX,1925,1
Mexico,MEX,1928,5
Mexico,MEX,1931,1
Mexico,MEX,1932,3
Mexico,MEX,1933,2
Mexico,MEX,1934,2
Mexico,MEX,1935,1
Mexico,MEX,1937,3
Mexico,MEX,1938,2
Mexico,MEX,1941,1
Mexico,MEX,1942,1
Mexico,MEX,1943,1
Mexico,MEX,1948,1
Mexico,MEX,1950,2
Mexico,MEX,1951,1
Mexico,MEX,1954,1
Mexico,MEX,1956,1
Mexico,MEX,1957,1
Mexico,MEX,1959,2
Mexico,MEX,1962,2
Mexico,MEX,1964,1
Mexico,MEX,1965,1
Mexico,MEX,1968,2
Mexico,MEX,1973,2
Mexico,MEX,1976,1
Mexico,MEX,1978,2
Mexico,MEX,1979,1
Mexico,MEX,1980,2
Mexico,MEX,1981,1
Mexico,MEX,1982,2
Mexico,MEX,1983,1
Mexico,MEX,1985,2
Mexico,MEX,1989,1
Mexico,MEX,1995,2
Mexico,MEX,1996,1
Mexico,MEX,1997,1
Mexico,MEX,1998,1
Mexico,MEX,1999,3
Mexico,MEX,2002,4
Mexico,MEX,2003,1
Mexico,MEX,2004,1
Mexico,MEX,2006,1
Mexico,MEX,2007,1
Mexico,MEX,2008,1
Mexico,MEX,2009,1
Mexico,MEX,2010,2
Mexico,MEX,2011,1
Mexico,MEX,2012,1
Mexico,MEX,2013,2
Mexico,MEX,2014,4
Mexico,MEX,2015,1
Mexico,MEX,2017,3
Mexico,MEX,2018,1
Mexico,MEX,2019,1
Mexico,MEX,2020,1
Mexico,MEX,2021,1
Mexico,MEX,2022,3
Micronesia (country),FSM,1911,1
Micronesia (country),FSM,1912,3
Mongolia,MNG,1903,1
Mongolia,MNG,1905,2
Mongolia,MNG,1957,1
Mongolia,MNG,1967,1
Mongolia,MNG,1974,1
Montenegro,MNE,1563,1
Montenegro,MNE,1608,2
Montenegro,MNE,1780,1
Montenegro,MNE,1853,1
Montenegro,MNE,1926,1
Montenegro,MNE,1968,1
Montenegro,MNE,1979,2
Montenegro,MNE,2018,1
Montserrat,MSR,1897,1
Morocco,MAR,1276,1
Morocco,MAR,1579,1
Morocco,MAR,1624,1
Morocco,MAR,1660,1
Morocco,MAR,1719,1
Morocco,MAR,1731,1
Morocco,MAR,1755,1
Morocco,MAR,1757,1
Morocco,MAR,1773,1
Morocco,MAR,1777,1
Morocco,MAR,1791,1
Morocco,MAR,1808,1
Morocco,MAR,1821,1
Morocco,MAR,1848,1
Morocco,MAR,1909,1
Morocco,MAR,1910,1
Morocco,MAR,1926,1
Morocco,MAR,1960,1
Morocco,MAR,2004,1
Morocco,MAR,2016,1
Morocco,MAR,2023,1
Mozambique,MOZ,2006,1
Mozambique,MOZ,2017,1
Mozambique,MOZ,2018,1
Myanmar,MMR,1467,1
Myanmar,MMR,1485,1
Myanmar,MMR,1501,1
Myanmar,MMR,1588,1
Myanmar,MMR,1696,1
Myanmar,MMR,1714,1
Myanmar,MMR,1750,1
Myanmar,MMR,1838,1
Myanmar,MMR,1839,1
Myanmar,MMR,1858,1
Myanmar,MMR,1895,1
Myanmar,MMR,1908,1
Myanmar,MMR,1912,1
Myanmar,MMR,1929,2
Myanmar,MMR,1930,4
Myanmar,MMR,1931,2
Myanmar,MMR,1932,1
Myanmar,MMR,1946,2
Myanmar,MMR,1954,1
Myanmar,MMR,1956,1
Myanmar,MMR,1975,1
Myanmar,MMR,1988,1
Myanmar,MMR,1991,1
Myanmar,MMR,1995,1
Myanmar,MMR,2000,1
Myanmar,MMR,2003,1
Myanmar,MMR,2008,1
Myanmar,MMR,2009,1
Myanmar,MMR,2011,3
Myanmar,MMR,2012,1
Myanmar,MMR,2016,2
Myanmar,MMR,2017,1
Myanmar,MMR,2023,1
Nepal,NPL,1255,1
Nepal,NPL,1505,1
Nepal,NPL,1833,1
Nepal,NPL,1866,1
Nepal,NPL,1869,1
Nepal,NPL,1916,1
Nepal,NPL,1934,1
Nepal,NPL,1966,1
Nepal,NPL,1980,1
Nepal,NPL,1988,1
Nepal,NPL,1993,1
Nepal,NPL,2011,1
Nepal,NPL,2015,2
Nepal,NPL,2016,1
Nepal,NPL,2017,1
Nepal,NPL,2022,1
Nepal,NPL,2023,3
Nepal,NPL,2024,1
Netherlands,NLD,1992,1
Netherlands,NLD,2018,1
Netherlands,NLD,2019,1
New Caledonia,NCL,1875,1
New Caledonia,NCL,1901,1
New Caledonia,NCL,1920,1
New Caledonia,NCL,1928,1
New Caledonia,NCL,1943,1
New Caledonia,NCL,1944,1
New Caledonia,NCL,1972,1
New Caledonia,NCL,1995,1
New Caledonia,NCL,2003,1
New Caledonia,NCL,2004,1
New Caledonia,NCL,2008,1
New Caledonia,NCL,2011,2
New Caledonia,NCL,2012,1
New Caledonia,NCL,2016,1
New Caledonia,NCL,2017,5
New Caledonia,NCL,2018,3
New Caledonia,NCL,2021,1
New Caledonia,NCL,2022,2
New Caledonia,NCL,2023,2
New Zealand,NZL,1826,1
New Zealand,NZL,1831,1
New Zealand,NZL,1843,1
New Zealand,NZL,1845,1
New Zealand,NZL,1848,3
New Zealand,NZL,1855,2
New Zealand,NZL,1868,1
New Zealand,NZL,1880,1
New Zealand,NZL,1888,1
New Zealand,NZL,1891,1
New Zealand,NZL,1895,1
New Zealand,NZL,1897,1
New Zealand,NZL,1904,1
New Zealand,NZL,1905,2
New Zealand,NZL,1913,1
New Zealand,NZL,1914,1
New Zealand,NZL,1917,2
New Zealand,NZL,1922,1
New Zealand,NZL,1929,1
New Zealand,NZL,1931,3
New Zealand,NZL,1932,2
New Zealand,NZL,1934,1
New Zealand,NZL,1943,1
New Zealand,NZL,1947,2
New Zealand,NZL,1950,1
New Zealand,NZL,1955,1
New Zealand,NZL,1956,1
New Zealand,NZL,1959,1
New Zealand,NZL,1961,1
New Zealand,NZL,1968,2
New Zealand,NZL,1970,1
New Zealand,NZL,1973,1
New Zealand,NZL,1976,2
New Zealand,NZL,1978,1
New Zealand,NZL,1979,1
New Zealand,NZL,1980,1
New Zealand,NZL,1981,1
New Zealand,NZL,1986,1
New Zealand,NZL,1987,1
New Zealand,NZL,1990,1
New Zealand,NZL,1991,1
New Zealand,NZL,1993,1
New Zealand,NZL,1994,1
New Zealand,NZL,1995,1
New Zealand,NZL,2003,2
New Zealand,NZL,2004,2
New Zealand,NZL,2005,1
New Zealand,NZL,2007,4
New Zealand,NZL,2008,1
New Zealand,NZL,2009,1
New Zealand,NZL,2010,5
New Zealand,NZL,2011,6
New Zealand,NZL,2013,3
New Zealand,NZL,2014,2
New Zealand,NZL,2016,2
New Zealand,NZL,2019,1
New Zealand,NZL,2020,2
New Zealand,NZL,2021,3
New Zealand,NZL,2022,2
New Zealand,NZL,2023,2
Nicaragua,NIC,1648,1
Nicaragua,NIC,1663,1
Nicaragua,NIC,1844,2
Nicaragua,NIC,1870,1
Nicaragua,NIC,1881,1
Nicaragua,NIC,1885,1
Nicaragua,NIC,1898,1
Nicaragua,NIC,1901,1
Nicaragua,NIC,1916,1
Nicaragua,NIC,1919,1
Nicaragua,NIC,1921,1
Nicaragua,NIC,1922,1
Nicaragua,NIC,1925,1
Nicaragua,NIC,1926,1
Nicaragua,NIC,1930,1
Nicaragua,NIC,1931,1
Nicaragua,NIC,1937,1
Nicaragua,NIC,1938,2
Nicaragua,NIC,1940,1
Nicaragua,NIC,1947,1
Nicaragua,NIC,1951,2
Nicaragua,NIC,1955,1
Nicaragua,NIC,1956,1
Nicaragua,NIC,1963,1
Nicaragua,NIC,1968,1
Nicaragua,NIC,1972,1
Nicaragua,NIC,1985,1
Nicaragua,NIC,1992,1
Nicaragua,NIC,2000,1
Nicaragua,NIC,2004,1
Nicaragua,NIC,2009,1
Nicaragua,NIC,2012,1
Nicaragua,NIC,2014,2
Nicaragua,NIC,2016,2
North America,OWID_NAM,1475,1
North America,OWID_NAM,1500,1
North America,OWID_NAM,1502,1
North America,OWID_NAM,1523,1
North America,OWID_NAM,1537,1
North America,OWID_NAM,1538,1
North America,OWID_NAM,1539,1
North America,OWID_NAM,1542,1
North America,OWID_NAM,1563,1
North America,OWID_NAM,1564,1
North America,OWID_NAM,1565,1
North America,OWID_NAM,1566,1
North America,OWID_NAM,1568,1
North America,OWID_NAM,1573,1
North America,OWID_NAM,1575,1
North America,OWID_NAM,1576,1
North America,OWID_NAM,1579,1
North America,OWID_NAM,1581,1
North America,OWID_NAM,1586,1
North America,OWID_NAM,1594,1
North America,OWID_NAM,1603,1
North America,OWID_NAM,1604,1
North America,OWID_NAM,1607,1
North America,OWID_NAM,1608,1
North America,OWID_NAM,1611,1
North America,OWID_NAM,1615,1
North America,OWID_NAM,1616,1
North America,OWID_NAM,1620,1
North America,OWID_NAM,1621,1
North America,OWID_NAM,1622,1
North America,OWID_NAM,1648,1
North America,OWID_NAM,1659,1
North America,OWID_NAM,1662,1
North America,OWID_NAM,1663,2
North America,OWID_NAM,1667,2
North America,OWID_NAM,1668,1
North America,OWID_NAM,1673,1
North America,OWID_NAM,1677,1
North America,OWID_NAM,1678,1
North America,OWID_NAM,1682,2
North America,OWID_NAM,1684,1
North America,OWID_NAM,1687,1
North America,OWID_NAM,1688,2
North America,OWID_NAM,1689,1
North America,OWID_NAM,1690,1
North America,OWID_NAM,1691,1
North America,OWID_NAM,1692,1
North America,OWID_NAM,1693,1
North America,OWID_NAM,1697,1
North America,OWID_NAM,1700,1
North America,OWID_NAM,1701,2
North America,OWID_NAM,1702,1
North America,OWID_NAM,1707,1
North America,OWID_NAM,1711,1
North America,OWID_NAM,1714,1
North America,OWID_NAM,1716,1
North America,OWID_NAM,1717,1
North America,OWID_NAM,1719,1
North America,OWID_NAM,1727,3
North America,OWID_NAM,1731,1
North America,OWID_NAM,1732,1
North America,OWID_NAM,1739,1
North America,OWID_NAM,1740,1
North America,OWID_NAM,1746,1
North America,OWID_NAM,1749,1
North America,OWID_NAM,1750,1
North America,OWID_NAM,1751,4
North America,OWID_NAM,1754,1
North America,OWID_NAM,1755,1
North America,OWID_NAM,1759,1
North America,OWID_NAM,1760,1
North America,OWID_NAM,1764,1
North America,OWID_NAM,1765,2
North America,OWID_NAM,1766,2
North America,OWID_NAM,1767,1
North America,OWID_NAM,1770,1
North America,OWID_NAM,1771,1
North America,OWID_NAM,1773,2
North America,OWID_NAM,1774,2
North America,OWID_NAM,1775,3
North America,OWID_NAM,1776,3
North America,OWID_NAM,1777,1
North America,OWID_NAM,1780,1
North America,OWID_NAM,1781,1
North America,OWID_NAM,1783,1
North America,OWID_NAM,1784,3
North America,OWID_NAM,1787,3
North America,OWID_NAM,1788,3
North America,OWID_NAM,1791,1
North America,OWID_NAM,1792,1
North America,OWID_NAM,1793,1
North America,OWID_NAM,1795,2
North America,OWID_NAM,1798,2
North America,OWID_NAM,1800,1
North America,OWID_NAM,1801,1
North America,OWID_NAM,1802,1
North America,OWID_NAM,1806,2
North America,OWID_NAM,1810,2
North America,OWID_NAM,1811,2
North America,OWID_NAM,1812,5
North America,OWID_NAM,1815,1
North America,OWID_NAM,1816,2
North America,OWID_NAM,1817,1
